api_internal_id,award_id,recipient,awarding_agency,amount_usd,description,award_base_date,last_modified_date
CONT_AWD_0025_9700_H9222216D0028_9700,0025,THE BOEING COMPANY,Department of Defense,9944383.46,"UAV - AIR VEHICLES, PROGRAM MANAGEMENT SUPPORT, SPARES",2017-12-08,2026-06-02 17:14:29
CONT_AWD_1202SA26K9800_12C2_12024B20A0002_12C2,1202SA26K9800,DRONE AMPLIFIED INC,Department of Agriculture,49000.0,DRONE AMPLIFIED IGNIS 2.0,2026-04-10,2026-04-21 16:24:38
CONT_AWD_1202SA26K9803_12C2_1202SA26T9800_12C2,1202SA26K9803,DRONE AMPLIFIED INC,Department of Agriculture,1539442.76,ONE IGNIS III MINI WITH LYNX CAMERA,2026-08-17,2026-08-19 11:12:59
CONT_AWD_1232SA25F0132_12H2_47QSWA23D004G_4732,1232SA25F0132,FREEFLY SYSTEMS INC,Department of Agriculture,56874.94,"MULTI-ROTOR UNMANNED AERIAL SYSTEM (UAS) WITH RED, GREEN AND BLUE (RGB) AND THERMAL SENSOR PACKAGES",2025-07-10,2026-05-15 10:18:49
CONT_AWD_1232SA26F0464_12H2_GS07F207CA_4732,1232SA26F0464,"CARON EAST, INC.",Department of Agriculture,31255.0,"IF800 QUADCOPTER BUNDLE WITH BATTERY KIT, BATTERY SET, SPARE PARTS KIT, AND SPARE PROPELLER SET",2026-08-17,2026-08-17 17:19:27
CONT_AWD_1232SA26F0466_12H2_GS07F207CA_4732,1232SA26F0466,"CARON EAST, INC.",Department of Agriculture,22795.25,IF800 DRONE WITH UNIVERSAL MICASENSE INTEGRATION KIT,2026-08-19,2026-08-19 11:17:11
CONT_AWD_1232SA26F0613_12H2_47QSMS25D00B2_4732,1232SA26F0613,BARFIELD INC,Department of Agriculture,26544.0,PARROT ANAFI UKR XLR DRONE,2026-09-11,2026-09-11 12:36:13
CONT_AWD_1232SA26P0178_12H2_-NONE-_-NONE-,1232SA26P0178,AERIAL TECHNOLOGY INTERNATIONAL LLC,Department of Agriculture,35360.0,AN FCC-COMPLIANT UNMANNED AERIAL SYSTEM (UAS) EQUIPPED WITH MULTISPECTRAL AND THERMAL CAMERAS IS NEEDED FOR PROXIMAL REMOTE SENSING OF RESEARCH FIELDS,2026-04-06,2026-04-06 14:40:31
CONT_AWD_1232SA26P0287_12H2_-NONE-_-NONE-,1232SA26P0287,HYLIO INC,Department of Agriculture,81620.25,"ACQUISITION OF PRECISION IMAGERY, SAMPLING, AND DISPERSION DRONE",2026-06-09,2026-06-09 14:26:46
CONT_AWD_1232SA26P0304_12H2_-NONE-_-NONE-,1232SA26P0304,"FRONTIER PRECISION, INC",Department of Agriculture,56675.0,"DRONE, ASTRO MAX MAPPING ESSENTIALS & MULTISPECTRAL SENSOR SENTERA 6X",2026-05-21,2026-05-21 15:42:19
CONT_AWD_1232SA26P0332_12H2_-NONE-_-NONE-,1232SA26P0332,AANTILIA LLC,Department of Agriculture,22113.0,PURCHASE OF DRONE FOR DR. NICHOLAS PUGH'S RESEARCH IN ABIOTIC STRESS RESEARCH TRIALS,2026-06-23,2026-06-23 10:38:17
CONT_AWD_1232SA26P0483_12H2_-NONE-_-NONE-,1232SA26P0483,ALLTERRA CENTRAL INC,Department of Agriculture,41973.4,UNMANNED AERIAL VEHICLE,2026-08-06,2026-08-06 08:06:19
CONT_AWD_1232SA26P0512_12H2_-NONE-_-NONE-,1232SA26P0512,"CARON EAST, INC.",Department of Agriculture,69324.0,"FIXED-WING VERTICAL TAKE-OFF AND LANDING MAPPING DRONE WITH RGB CAMERA, MULTISPECTRAL CAMERA, AND ONBOARD PPK FOR MISSION CRITICAL RESEARCH SMALL FARMS TO MANAGE PESTS AND DISEASES.",2026-08-14,2026-08-14 14:00:23
CONT_AWD_1232SA26P0628_12H2_-NONE-_-NONE-,1232SA26P0628,"FRONTIER PRECISION, INC",Department of Agriculture,63526.0,HYLIO AGRICULTURE DRONE: AMERICAN MADE UNMANNED AERIAL VEHICLE/SPRAYER - THIS PROCUREMENT PACKAGE IS TO REQUEST AN AMERICAN MADE AERIAL VEHICLE TO SPRAY CROPS AND FURTHER PRECISION AGRICULTURE RESEARCH.,2026-09-01,2026-09-01 17:44:11
CONT_AWD_12639526F0393_12K3_12639525D0008_12K3,12639526F0393,"SKYDIO, INC",Department of Agriculture,224457.5,DELIVERY ORDER FOR UAS AND ACCESSORIES,2026-04-12,2026-04-13 13:24:58
CONT_AWD_12639526F0626_12K3_12639525D0008_12K3,12639526F0626,"SKYDIO, INC",Department of Agriculture,27429.7,THE NATIONAL WILDLIFE RESEARCH CENTER'S NATIONAL WILDLIFE DISEASE PROGRAM IS REQUESTING TO PLACE AN ORDER AGAINST CONTRACT# 12639525D0008 FOR SKYDIO DRONES. THESE WILL BE USED FOR NEW WORLD SCREWWORM DETECTION AND MANAGEMENT. BUYER: AMANDA BARB,2026-06-10,2026-06-10 17:36:17
CONT_AWD_12639526F0665_12K3_12639525D0008_12K3,12639526F0665,"SKYDIO, INC",Department of Agriculture,52429.5,PROCUREMENT OF SKYDIO X10 DRONES AND ASSOCIATED EQUIPMENT.,2026-06-26,2026-06-26 11:38:28
CONT_AWD_12639526F0741_12K3_12639525D0008_12K3,12639526F0741,"SKYDIO, INC",Department of Agriculture,28130.8,"ORDER FOR UAS, UAS PARTS, AND UAS ACCESSORIES; PURCHASE OF TWO DRONES AND BATTERIES",2026-08-06,2026-08-06 12:03:48
CONT_AWD_12639526F0776_12K3_12639525D0008_12K3,12639526F0776,"SKYDIO, INC",Department of Agriculture,14533.46,THE PURPOSE OF THIS DELIVERY ORDER IS TO ENTER INTO A FIRM FIXED PRICE ORDER OFF USDA CONTACT 12639525D0008 ORDERING PERIOD TWO FOR UAS AND ASSOCIATED ACCESSORIES.,2026-08-13,2026-08-13 16:14:33
CONT_AWD_12639526F0784_12K3_12639525D0008_12K3,12639526F0784,"SKYDIO, INC",Department of Agriculture,54106.5,THE PURPOSE OF THIS DELIVERY ORDER IS TO ENTER INTO A FIRM FIXED PRICE ORDER OFF USDA CONTACT 12639525D0008 ORDERING PERIOD TWO FOR UAS AND ASSOCIATED ACCESSORIES FOR SITES IN AZ AND UT.,2026-08-25,2026-08-25 11:59:21
CONT_AWD_1305M226P0052_1330_-NONE-_-NONE-,1305M226P0052,"IMPULSERADAR USA, INC.",Department of Commerce,55090.0,TWO (2) BRAND NAME OR EQUAL FREEFLY ASTRO MAX NDAA/BLUE QUADCOPTER UNCREWED AERIAL SYSTEM (UAS; AKA DRONES),2026-04-01,2026-04-01 11:10:47
CONT_AWD_1305M326F0196_1330_GS07F0426X_4732,1305M326F0196,DUNCAN-PARNELL INC,Department of Commerce,196940.14,PURCHASE OF TWO (2) WINGTRARAY UAS PLATFORM,2026-08-25,2026-08-25 08:54:42
CONT_AWD_1331L526F13351304_1301_NNG15SD11B_8000,1331L526F13351304,"GOVSMART, INC.",Department of Commerce,243150.62,ARIAL MONITORING SYSTEM,2026-09-18,2026-09-18 13:22:45
CONT_AWD_1333MF26P0011_1330_-NONE-_-NONE-,1333MF26P0011,"LYME COMPUTER SYSTEMS, INC.",Department of Commerce,43389.78,OLE NORTHEAST DIVISION AND SOUTHEAST DIVISION NEED THE SKYDIO X10 PATROL-LED DFR KIT UAS IN ORDER TO CONDUCT OPERATIONS AND INVESTIGATIONS TO SUPPORT THE MISSION OF NOAA FISHERIES AND PRIORITIES OF THE LAW ENFORCEMENT PROGRAM.,2026-03-06,2026-03-23 07:47:34
CONT_AWD_1333MJ26P0047_1330_-NONE-_-NONE-,1333MJ26P0047,FREEFLY SYSTEMS INC,Department of Commerce,64100.0,"TO PROCURE A US-MADE DRONE PLATFORM, THE FREEFLY ASTRO. IN ADDITION TO THE ASTRO WE WILL BE PROCURING THE ASSOCIATED SL8-AIR SMART BATTERIES AND CHARGER. THIS PLATFORM IS INTENDED TO CARRY VARIOUS SPECTRAL SENSORS FOR MAPPING AND MONITORING HARMFUL A",2026-08-24,2026-09-16 08:07:21
CONT_AWD_1333ND26PNB670141_1341_-NONE-_-NONE-,1333ND26PNB670141,"BRINC DRONES, INC",Department of Commerce,29997.0,OU67-FY26-020-NEW SMALL UNCREWED AIRCRAFT SYSTEM,2026-05-19,2026-06-12 13:20:49
CONT_AWD_1333ND26PNB670252_1341_-NONE-_-NONE-,1333ND26PNB670252,AANTILIA LLC,Department of Commerce,26590.95,OU67-FY26-203-NEW OUTDOOR SMALL UNCREWED AIRCRAFT SYSTEM (SUAS),2026-07-20,2026-07-20 14:13:11
CONT_AWD_140D0426F0033_1406_140D0423A0049_1406,140D0426F0033,"VECTORS, INC.",Department of the Interior,99694.5,WINGTRA BLANKET PURCHASE AGREEMENT CALL FOR VECTORS INC.,2025-11-20,2025-11-20 09:22:36
CONT_AWD_140D0426F0037_1406_140D0424A0008_1406,140D0426F0037,"SKYDIO, INC",Department of the Interior,276410.53,SKYDIO X2E AND NEXT GENERATION UNMANNED AIRCRAFT SYSTEM BLANKET PURCHASE AGREEMENT CALL,2025-11-20,2025-12-22 13:16:51
CONT_AWD_140D0426F0047_1406_140D0423A0045_1406,140D0426F0047,FREEFLY SYSTEMS INC,Department of the Interior,214685.0,FREEFLY ALTA X BLANKET PURCHASE AGREEMENT CALL,2025-12-03,2025-12-15 11:03:29
CONT_AWD_140D0426F0050_1406_140D0423A0045_1406,140D0426F0050,FREEFLY SYSTEMS INC,Department of the Interior,290115.0,FREEFLY ALTA X BLANKET PURCHASE AGREEMENT CALL,2025-12-03,2026-02-02 10:43:30
CONT_AWD_140D0426F0053_1406_140D0425A0008_1406,140D0426F0053,SKYFRONT CORP,Department of the Interior,159846.0,SKYFRONT CORP. UNMANNED AIRCRAFT SYSTEM PERIMETER 8+ AND ACCESSORIES BLANKET PURCHASE AGREEMENT CALL ORDER,2025-12-08,2025-12-08 16:57:23
CONT_AWD_140D0426F0062_1406_140D0424A0008_1406,140D0426F0062,"SKYDIO, INC",Department of the Interior,55146.15,SKYDIO X2E AND NEXT GENERATION UNMANNED AIRCRAFT SYSTEM BLANKET PURCHASE AGREEMENT CALL,2025-12-15,2026-04-10 15:21:03
CONT_AWD_140D0426F0063_1406_140D0423A0045_1406,140D0426F0063,FREEFLY SYSTEMS INC,Department of the Interior,45560.0,FREEFLY ALTA X BLANKET PURCHASE AGREEMENT CALL,2025-12-10,2025-12-10 15:31:37
CONT_AWD_140D0426F0069_1406_140D0423A0048_1406,140D0426F0069,"CARON EAST, INC.",Department of the Interior,84942.0,CARON EAST WINGSTRA BLANKET PURCHASE AGREEMENT CALL ORDER,2025-12-09,2026-06-11 15:06:07
CONT_AWD_140D0426F0086_1406_140D0423A0045_1406,140D0426F0086,FREEFLY SYSTEMS INC,Department of the Interior,93050.0,FREEFLY ALTA X BPA,2025-12-16,2025-12-16 13:25:48
CONT_AWD_140D0426F0134_1406_140D0424A0008_1406,140D0426F0134,"SKYDIO, INC",Department of the Interior,72412.9,SKYDIO X2E AND NEXT GENERATION UNMANNED AIRCRAFT SYSTEM BLANKET PURCHASE AGREEMENT CALL,2026-01-21,2026-01-22 17:29:35
CONT_AWD_140D0426F0140_1406_140D0424A0008_1406,140D0426F0140,"SKYDIO, INC",Department of the Interior,110481.45,SKYDIO X2E AND NEXT GENERATION UAS BPA,2026-01-22,2026-01-22 15:31:58
CONT_AWD_140D0426F0168_1406_140D0423A0045_1406,140D0426F0168,FREEFLY SYSTEMS INC,Department of the Interior,101719.0,FREEFLY ALTA X BLANKET PURCHASE AGREEMENT CALL,2026-02-04,2026-02-04 10:21:26
CONT_AWD_140D0426F0169_1406_140D0424A0008_1406,140D0426F0169,"SKYDIO, INC",Department of the Interior,251447.7,SKYDIO X2E AND NEXT GENERATION UAS BLANKET PURCHASE AGREEMENT CALL,2026-02-04,2026-04-10 15:27:13
CONT_AWD_140D0426F0203_1406_140D0424A0008_1406,140D0426F0203,"SKYDIO, INC",Department of the Interior,43687.3,SKYDIO BLANKET PURCHASE AGREEMENT CALL ORDER,2026-02-18,2026-02-26 12:58:53
CONT_AWD_140D0426F0225_1406_140D0423A0045_1406,140D0426F0225,FREEFLY SYSTEMS INC,Department of the Interior,122094.0,FREEFLY BPA CALL,2026-02-19,2026-02-19 15:53:56
CONT_AWD_140D0426F0259_1406_140D0425A0008_1406,140D0426F0259,SKYFRONT CORP,Department of the Interior,18720.0,SKYFRONT CORP. BLANKET PURCHASE AGREEMENT CALL ORDER,2026-03-05,2026-03-05 12:30:29
CONT_AWD_140D0426F0280_1406_140D0423A0048_1406,140D0426F0280,"CARON EAST, INC.",Department of the Interior,63183.77,CARSON EAST WINGTRA BLANKET PURCHASE AGREEMENT CALL ORDER,2026-03-23,2026-06-11 15:06:07
CONT_AWD_140D0426F0309_1406_140D0424A0008_1406,140D0426F0309,"SKYDIO, INC",Department of the Interior,147387.25,SKYDIO X2E AND NEXT GENERATION UAS BLANKET PURCHASE AGREEMENT CALL ORDER,2026-03-25,2026-03-25 19:23:24
CONT_AWD_140D0426F0333_1406_140D0423A0048_1406,140D0426F0333,"CARON EAST, INC.",Department of the Interior,55943.5,CARSON EAST WINGTRA BLANKET PURCHASE AGREEMENT CALL ORDER,2026-04-03,2026-06-11 15:06:07
CONT_AWD_140D0426F0365_1406_140D0424A0008_1406,140D0426F0365,"SKYDIO, INC",Department of the Interior,29926.7,CALL ORDER OFF SKYDIO X2E AND NEXT GENERATION UAS BPA,2026-04-08,2026-04-08 14:14:51
CONT_AWD_140D0426F0413_1406_140D0426A0008_1406,140D0426F0413,FREEFLY SYSTEMS INC,Department of the Interior,43180.0,FREEFLY SYSTEMS BLANKET PURCHASE AGREEMENT CALL ORDER,2026-04-20,2026-04-20 20:36:39
CONT_AWD_140D0426F0416_1406_140D0426A0008_1406,140D0426F0416,FREEFLY SYSTEMS INC,Department of the Interior,43180.0,FREEFLY UNMANNED AIRCRAFT SYSTEM (UAS),2026-04-21,2026-04-21 13:40:39
CONT_AWD_140D0426F0420_1406_140D0426A0008_1406,140D0426F0420,FREEFLY SYSTEMS INC,Department of the Interior,26690.0,FREEFLY UNMANNED AIRCRAFT SYSTEM (UAS) PRODUCTS,2026-04-21,2026-04-21 10:20:43
CONT_AWD_140D0426F0433_1406_140D0426A0008_1406,140D0426F0433,FREEFLY SYSTEMS INC,Department of the Interior,84855.0,FREEFLY SYSTEMS BLANKET PURCHASE AGREEMENT CALL ORDER FOR UNMANNED AIRCRAFT SYSTEM (UAS),2026-04-23,2026-04-23 09:58:53
CONT_AWD_140D0426F0443_1406_140D0426A0008_1406,140D0426F0443,FREEFLY SYSTEMS INC,Department of the Interior,10190.0,FREEFLY SYSTEMS BLANKET PURCHASE AGREEMENT CALL ORDER FOR UNMANNED AIRCRAFT SYSTEM (UAS),2026-04-23,2026-04-23 11:47:45
CONT_AWD_140D0426F0477_1406_140D0424A0008_1406,140D0426F0477,"SKYDIO, INC",Department of the Interior,29445.2,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER",2026-04-30,2026-04-30 16:39:00
CONT_AWD_140D0426F0478_1406_140D0424A0008_1406,140D0426F0478,"SKYDIO, INC",Department of the Interior,32324.95,"BLANKET PURCHASE AGREEMENT CALL ORDER SKYDIO, LNC",2026-04-30,2026-04-30 16:07:26
CONT_AWD_140D0426F0495_1406_140D0424A0008_1406,140D0426F0495,"SKYDIO, INC",Department of the Interior,30491.7,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER",2026-05-05,2026-05-05 11:00:23
CONT_AWD_140D0426F0497_1406_140D0424A0028_1406,140D0426F0497,"FRONTIER PRECISION, INC",Department of the Interior,45049.0,"FRONTIER PRECISION, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-05-12,2026-05-12 20:16:32
CONT_AWD_140D0426F0505_1406_140D0423A0048_1406,140D0426F0505,"CARON EAST, INC.",Department of the Interior,13870.0,CARON EAST WINGTRA BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS),2026-05-12,2026-06-11 15:06:07
CONT_AWD_140D0426F0526_1406_140D0426A0008_1406,140D0426F0526,FREEFLY SYSTEMS INC,Department of the Interior,44960.0,FREEFLY UNMANNED AIRCRAFT SYSTEM (UAS),2026-05-18,2026-05-18 13:13:05
CONT_AWD_140D0426F0527_1406_140D0426A0008_1406,140D0426F0527,FREEFLY SYSTEMS INC,Department of the Interior,91520.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-05-18,2026-05-18 19:08:40
CONT_AWD_140D0426F0528_1406_140D0426A0008_1406,140D0426F0528,FREEFLY SYSTEMS INC,Department of the Interior,12975.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-05-18,2026-05-18 19:27:53
CONT_AWD_140D0426F0612_1406_140D0423A0048_1406,140D0426F0612,"CARON EAST, INC.",Department of the Interior,65550.0,"CARON EAST, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-06-03,2026-06-11 15:06:07
CONT_AWD_140D0426F0620_1406_140D0426A0008_1406,140D0426F0620,FREEFLY SYSTEMS INC,Department of the Interior,42485.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-06-03,2026-06-03 15:26:32
CONT_AWD_140D0426F0630_1406_140D0424A0008_1406,140D0426F0630,"SKYDIO, INC",Department of the Interior,72703.9,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-06-04,2026-07-20 19:12:03
CONT_AWD_140D0426F0637_1406_140D0424A0008_1406,140D0426F0637,"SKYDIO, INC",Department of the Interior,46987.55,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-06-04,2026-06-04 16:53:36
CONT_AWD_140D0426F0646_1406_140D0424A0008_1406,140D0426F0646,"SKYDIO, INC",Department of the Interior,14134.35,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-06-10,2026-06-10 19:54:02
CONT_AWD_140D0426F0649_1406_140D0423A0048_1406,140D0426F0649,"CARON EAST, INC.",Department of the Interior,13395.0,"CARON EAST, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-06-09,2026-06-11 15:06:07
CONT_AWD_140D0426F0701_1406_140D0424A0008_1406,140D0426F0701,"SKYDIO, INC",Department of the Interior,42403.05,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-06-23,2026-08-03 10:13:50
CONT_AWD_140D0426F0706_1406_140D0424A0008_1406,140D0426F0706,"SKYDIO, INC",Department of the Interior,28678.95,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-06-24,2026-08-03 10:31:45
CONT_AWD_140D0426F0707_1406_140D0426A0008_1406,140D0426F0707,FREEFLY SYSTEMS INC,Department of the Interior,41565.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-07-01,2026-07-01 19:46:04
CONT_AWD_140D0426F0708_1406_140D0426A0008_1406,140D0426F0708,FREEFLY SYSTEMS INC,Department of the Interior,18240.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-07-08,2026-07-08 08:22:35
CONT_AWD_140D0426F0709_1406_140D0426A0008_1406,140D0426F0709,FREEFLY SYSTEMS INC,Department of the Interior,45410.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-07-08,2026-07-08 08:49:55
CONT_AWD_140D0426F0726_1406_140D0423A0048_1406,140D0426F0726,"CARON EAST, INC.",Department of the Interior,9405.0,"CARON EAST, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-06-25,2026-06-25 18:10:49
CONT_AWD_140D0426F0786_1406_140D0426A0008_1406,140D0426F0786,FREEFLY SYSTEMS INC,Department of the Interior,9495.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-07-13,2026-07-13 22:23:51
CONT_AWD_140D0426F0805_1406_140D0424A0008_1406,140D0426F0805,"SKYDIO, INC",Department of the Interior,27804.95,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UA",2026-07-15,2026-07-15 14:33:08
CONT_AWD_140D0426F0810_1406_140D0423A0048_1406,140D0426F0810,"CARON EAST, INC.",Department of the Interior,127890.8,"CARON EAST, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-07-20,2026-07-20 18:29:10
CONT_AWD_140D0426F0834_1406_140D0426A0008_1406,140D0426F0834,FREEFLY SYSTEMS INC,Department of the Interior,44960.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-07-28,2026-07-28 17:03:13
CONT_AWD_140D0426F0835_1406_140D0426A0008_1406,140D0426F0835,FREEFLY SYSTEMS INC,Department of the Interior,44960.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-07-28,2026-07-28 17:42:51
CONT_AWD_140D0426F0836_1406_140D0424A0008_1406,140D0426F0836,"SKYDIO, INC",Department of the Interior,28268.7,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-07-28,2026-07-28 20:06:47
CONT_AWD_140D0426F0837_1406_140D0424A0008_1406,140D0426F0837,"SKYDIO, INC",Department of the Interior,30620.7,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-07-29,2026-07-29 16:12:00
CONT_AWD_140D0426F0985_1406_140D0426A0008_1406,140D0426F0985,FREEFLY SYSTEMS INC,Department of the Interior,44960.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-08-19,2026-08-19 12:21:16
CONT_AWD_140D0426F0986_1406_140D0426A0008_1406,140D0426F0986,FREEFLY SYSTEMS INC,Department of the Interior,18240.0,"FREEFLY SYSTEM, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-08-19,2026-08-19 12:49:28
CONT_AWD_140D0426F1006_1406_140D0424A0008_1406,140D0426F1006,"SKYDIO, INC",Department of the Interior,42759.8,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-08-24,2026-08-24 12:20:21
CONT_AWD_140D0426F1007_1406_140D0424A0008_1406,140D0426F1007,"SKYDIO, INC",Department of the Interior,14226.35,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-08-24,2026-08-24 13:45:26
CONT_AWD_140D0426F1034_1406_140D0424A0008_1406,140D0426F1034,"SKYDIO, INC",Department of the Interior,32197.7,"SKYDIO, LNC BLANKET PURCHASE AGREEMENT CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-09-02,2026-09-02 15:00:32
CONT_AWD_140D0426F1146_1406_140D0424A0008_1406,140D0426F1146,"SKYDIO, INC",Department of the Interior,37221.2,"SKYDIO, LNC CALL ORDER FOR THE PURCHASE OF UNMANNED AERIAL SYSTEM (UAS)",2026-09-16,2026-09-16 16:52:03
CONT_AWD_140D0426F1187_1406_140D0426A0008_1406,140D0426F1187,FREEFLY SYSTEMS INC,Department of the Interior,0.0,SKYDIO UNMANNED AERIAL SYSTEMS (UASS),2026-09-17,2026-09-18 16:53:39
CONT_AWD_140D0426F1190_1406_140D0424A0008_1406,140D0426F1190,"SKYDIO, INC",Department of the Interior,15282.6,BPA CALL FOR SKYDIO UNMANNED AERIAL SYSTEMS (UASS),2026-09-17,2026-09-17 19:31:51
CONT_AWD_140D0426F1201_1406_140D0424A0008_1406,140D0426F1201,"SKYDIO, INC",Department of the Interior,44745.3,SKYDIO UNMANNED AERIAL SYSTEMS (UASS),2026-09-18,2026-09-18 13:43:30
CONT_AWD_140D0426F1204_1406_140D0424A0028_1406,140D0426F1204,"FRONTIER PRECISION, INC",Department of the Interior,47449.0,WEED CONTROL UNMANNED AIRCRAFT SYSTEMS (UASS),2026-09-18,2026-09-18 19:52:56
CONT_AWD_140G0126P0034_1434_-NONE-_-NONE-,140G0126P0034,"GFS SUPPLY & SERVICES COMPANY, INC.",Department of the Interior,77465.21,UNDERWATER DRONE,2026-01-23,2026-01-23 08:30:33
CONT_AWD_15A00026CAQA00266_1560_-NONE-_-NONE-,15A00026CAQA00266,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,1036366.7,EO 14398 - UNMANNED AIRCRAFT SYSTEMS - SKYDIO,2026-09-17,2026-09-17 16:39:13
CONT_AWD_15DD0A25P00000053_1524_-NONE-_-NONE-,15DD0A25P00000053,"SKYDIO, INC",Department of Justice,3331.66,TITLE: SKYDIO ENTERPRISE SOFTWARE FOR 4 X2E'S. REQUESTOR: DAVID D HAYUNGA POP DATES: 10/01/2025 TO 09/30/2026,2025-09-22,2026-02-12 16:58:45
CONT_AWD_15DD0A26P00000005_1524_-NONE-_-NONE-,15DD0A26P00000005,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,19820.54,TITLE: SKYDIOX10 CHICAGO FEB 26 REQUESTOR: DAVID D HAYUNGA DELIVERY DATE: 02/27/2026,2026-03-31,2026-03-31 10:11:18
CONT_AWD_15DD0A26P00000008_1524_-NONE-_-NONE-,15DD0A26P00000008,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,19820.54,TITLE: SKYDIOX10 FOR WDO REQUESTOR: DEREK  COVATCH DELIVERY DATE: 04/30/2026 SKYDIOX10 (SUAS) WILL BE USED OPERATIONALLY IN WDO.,2026-05-14,2026-05-14 12:47:02
CONT_AWD_15DD0A26P00000009_1524_-NONE-_-NONE-,15DD0A26P00000009,"ATLANTIC DIVING SUPPLY, INC.",Department of Justice,9980.0,TITLE: SKYDIOX2E VIDEO STREAMING 2026 REQUESTOR: DAVID D HAYUNGA POP DATES: 03/31/2026 TO 03/30/2027 SKYDIOX2E VIDEO STREAMING FROM THE DRONE TO THE ENTRY TEAM FOR OFFICER SAFETY,2026-03-10,2026-03-10 15:31:46
