api_internal_id,award_id,recipient,awarding_agency,amount_usd,description,award_base_date,last_modified_date
CONT_AWD_N0001921F0362_9700_N0001920G0005_9700,N0001921F0362,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,5422877.61,UA B10 PRESERVATION AND STORAGE,2021-02-24,2026-05-04 21:29:46
CONT_AWD_N0001922C0048_9700_-NONE-_-NONE-,N0001922C0048,THE BOEING COMPANY,Department of Defense,59447000.0,LRIP LOT 1 LONG LEAD MATERIALS,2022-09-28,2026-03-06 13:05:26
CONT_AWD_N0001922F0031_9700_N0001920G0005_9700,N0001922F0031,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,18035019.12,THE PURPOSE OF THIS MODIFICATION IS TO PROCURE USN MAINTENANCE & RAAF TASK ANALYSES.   NAVAIR PID# N00019-20-RFPREQ-PMA-262-0284 PR# 1301005156 PR# 1301005338,2022-05-26,2025-12-15 20:20:08
CONT_AWD_N0001923C0021_9700_-NONE-_-NONE-,N0001923C0021,"KRATOS UNMANNED AERIAL SYSTEMS, INC",Department of Defense,238798157.3,SUBSONIC AERIAL TARGET (SSAT) BQM-177A FULL RATE PRODUCTION,2023-01-31,2026-03-16 19:26:40
CONT_AWD_N0001923C0033_9700_-NONE-_-NONE-,N0001923C0033,THE SURVICE ENGINEERING COMPANY LLC,Department of Defense,55432360.69,"TRUAS TRV-150C SYSTEMS & ASSOCIATED SYSTEMS ENGINEERING/PROGRAM MANAGEMENT, SPARES, REPAIR OF REPAIRABLES, ETC.  NOTE: SOLE SOURCE AWARD PURSUANT TO 10 USC 4022(F), BUT CAR CODING DOES NOT INCLUDE THIS AS AN OPTION, AND HENCE FAR 6.302-1 SELECTED.",2023-04-11,2026-06-11 12:03:56
CONT_AWD_N0001923F0041_9700_N0001920G0005_9700,N0001923F0041,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,220500476.78,"THE PURPOSE OF THIS DELIVERY ORDER IS TO RETROFIT B9, B10, MB6P INTO THE IFC4.2 CONFIGURATION.",2023-08-23,2026-06-18 15:32:22
CONT_AWD_N0001923F0313_9700_N0001922D0038_9700,N0001923F0313,"INSITU, INC.",Department of Defense,14333089.0,"PROCURE FOUR (4) RQ-21 BLACKJACK AIR VEHICLES (AV) AND ASSOCIATED SUPPORT EQUIPMENT, SPARES, AND TRAINING IN SUPPORT OF THE BANGLADESH AIR FORCE FMS CASE BG-P-LAK AND BUILDING PARTNER CAPACITY/GLOBAL PEACE OPERATIONS INITIATIVE CASE Q9-P-LAB.",2023-03-31,2026-04-02 16:25:14
CONT_AWD_N0001923F0319_9700_N0001922D0038_9700,N0001923F0319,"INSITU, INC.",Department of Defense,19056454.08,"RQ-21A AIR VEHICLES, TRAINING, SUPPORT EQUIPMENT, AND SPARES",2023-03-31,2026-04-02 16:23:02
CONT_AWD_N0001923F0578_9700_N0001922D0038_9700,N0001923F0578,"INSITU, INC.",Department of Defense,14407018.94,THE PURPOSE OF THIS DELIVERY ORDER IS TO PROCURE HARDWARE AND SERVICES TO CONVERT THE LEBANON AIR FORCE (LAF) FLEET FROM ANALOG TO DIGITAL AND THE ABILITY TO OPERATE THE NEW DIGITAL AND VIDAR TECHNOLOGY.,2023-08-15,2026-06-05 11:59:15
CONT_AWD_N0001923F2503_9700_N0001922G0006_9700,N0001923F2503,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",Department of Defense,16909654.0,MQ9A -25 CONVERSION,2023-08-01,2026-06-22 09:06:25
CONT_AWD_N0001924F0328_9700_N0001922D0038_9700,N0001924F0328,"INSITU, INC.",Department of Defense,8877956.65,"THE PURPOSE OF THIS DELIVERY ORDER IS TO PROCURE INITIAL SCANEAGLE HARDWARE AND SERVICES IN SUPPORT OF A FUTURE SITE FOR FMS BULGARIA, BU-P-LBJ.",2024-09-23,2025-12-05 11:30:28
CONT_AWD_N0001925F0323_9700_N0001922D0038_9700,N0001925F0323,"INSITU, INC.",Department of Defense,9927199.56,SPARES EXHIBIT MX,2025-08-28,2026-04-02 13:24:19
CONT_AWD_N0001925F0971_9700_FA865621DA045_9700,N0001925F0971,SHIELD AI INC,Department of Defense,11322584.92,V-BAT VTOL UNMANNED AIRCRAFT,2025-09-03,2026-05-01 15:14:36
CONT_AWD_N0001925F2142_9700_N0001922D0038_9700,N0001925F2142,"INSITU, INC.",Department of Defense,1111640.44,SCANEAGLE SPARES,2025-05-28,2025-12-19 09:33:02
CONT_AWD_N0001925F5000_9700_N0001922D0038_9700,N0001925F5000,"INSITU, INC.",Department of Defense,2108882.3,FMS RQ-21A HARDWARE AND SERVICES THAILAND LAF,2025-08-20,2026-03-18 12:36:19
CONT_AWD_N0001925P1000_9700_-NONE-_-NONE-,N0001925P1000,"REDWIRE DEFENSE TECH SLO, LLC",Department of Defense,1480410.0,"THE PURPOSE OF THIS PURCHASE ORDER IS TO PROCURE A VXE30 STALKER UNMANNED AERIAL VEHICLE (UAV), ASSOCIATED HARDWARE, AND TRAINING IN SUPPORT OF THE GUYANA DEFENCE FORCE, FOREIGN MILITARY SALES (FMS) CASE GU-P-LAG.",2025-09-22,2026-04-28 16:15:44
CONT_AWD_N0001926F1004_9700_N0001922D0038_9700,N0001926F1004,"INSITU, INC.",Department of Defense,129985.74,FMS SCANEAGLE KENYA KE-P-GAD SPARES,2025-11-19,2026-02-04 19:16:21
CONT_AWD_N0001926F1011_9700_N0001922D0038_9700,N0001926F1011,"INSITU, INC.",Department of Defense,979283.26,"THE PURPOSE OF THIS NEW DELIVERY ORDER IS TO PROCURE SPARES, PAYLOADS AND TOOLS FOR THE PHILIPPINES NAVY, UNDER FMS CASE PH-P-LAH",2025-12-10,2025-12-11 06:10:46
CONT_AWD_N0001926F1019_9700_N0001922D0038_9700,N0001926F1019,"INSITU, INC.",Department of Defense,3329.64,FMS SCANEAGLE BAHRAIN BA-P-SAS 22D0038 26F1019 BATTERIES,2026-01-07,2026-05-26 20:15:50
CONT_AWD_N0001926F1021_9700_N0001922D0038_9700,N0001926F1021,"INSITU, INC.",Department of Defense,462123.64,THE PURPOSE OF THIS NEW TASK ORDER IS TO PROCURE HARDWARE IN SUPPORT OF THE PHILIPPINES FMS CASE PI-P-BBZ.,2026-01-07,2026-01-07 14:30:18
CONT_AWD_N0001926F1040_9700_N0001922D0038_9700,N0001926F1040,"INSITU, INC.",Department of Defense,803130.36,"THE PURPOSE OF THIS ACTION IS TO PROCURE SPARES, TOOLS, AND TRAINING SERVICES IN SUPPORT OF TUNISIA FMS CASE TU-P-GAW.",2026-02-27,2026-06-09 14:56:10
CONT_AWD_N0001926F1042_9700_N0001922D0038_9700,N0001926F1042,"INSITU, INC.",Department of Defense,517341.41,9 MONTHS OF OPERATION ACTION CENTER (OAC) SUPPORT AND REQUIRED SPARES IN SUPPORT OF PHILIPPINES FMS CASE PH-P-LAE.,2026-02-27,2026-04-13 12:32:38
CONT_AWD_N0016425CJR94_9700_-NONE-_-NONE-,N0016425CJR94,"ANDURIL INDUSTRIES, INC.",Department of Defense,93994917.0,PRODUCTION AND DELIVERY OF ALTIUS 600M-V LOITERING MUNITIONS AND SUPPORTING HARDWARE,2025-02-11,2025-12-11 15:10:35
CONT_AWD_N0016425FJ051_9700_N0016425GJR96_9700,N0016425FJ051,"PLATFORM SYSTEMS, INCORPORATED",Department of Defense,3088674.0,VANILLA LE-UAS,2025-04-02,2025-12-29 09:08:31
CONT_AWD_N0016425FJ608_9700_N0016425GJR96_9700,N0016425FJ608,"PLATFORM SYSTEMS, INCORPORATED",Department of Defense,39596289.0,VANILLA UAS AND ASSOCIATED EQUIPMENT AND TRAINING,2025-08-25,2026-04-15 21:47:53
CONT_AWD_N0016726P1081_9700_-NONE-_-NONE-,N0016726P1081,"SKYDIO, INC",Department of Defense,31625.35,NSWCCD CODE 742 HAS A REQUIREMENT FOR A SKYDIO UAV AND A SKYDIO NIGHTSENSE IR ATTACHMENT.,2026-06-16,2026-06-16 14:51:13
CONT_AWD_N0017326P1508_9700_-NONE-_-NONE-,N0017326P1508,HARRIS AERIAL LLC,Department of Defense,21938.99,BATTERY RACK ASSEMBLY FOR CARRIER H6 AND HX8,2026-04-13,2026-08-27 16:29:57
CONT_AWD_N0017424P0129_9700_-NONE-_-NONE-,N0017424P0129,AEROTARGETS INTERNATIONAL LLC,Department of Defense,594306.0,LONG RANGE DISPENSE SUBMUNITION BODY DEVELOPMENT,2024-08-15,2026-05-28 08:53:38
CONT_AWD_N0017826FS794_9700_47QSWA23D00A9_4732,N0017826FS794,"BLACK RIVER SYSTEMS COMPANY, INC.",Department of Defense,31074.22,NINJA EMULATION SYSTEM,2026-04-20,2026-04-21 11:46:44
CONT_AWD_N0038325FV60Z_9700_N0038320GV601_9700,N0038325FV60Z,HONEYWELL INTERNATIONAL INC.,Department of Defense,36091.4,"VALVE,AIRCRAFT,MATE",2025-03-25,2025-11-12 09:12:23
CONT_AWD_N0042123C0010_9700_-NONE-_-NONE-,N0042123C0010,"KRATOS UNMANNED AERIAL SYSTEMS, INC",Department of Defense,83517930.39,PURCHASE OF AIRCRAFT AND EXPERIMENTATION SUPPORT,2022-12-30,2026-05-11 19:51:17
CONT_AWD_N0042126F0337_9700_N0042124G0005_9700,N0042126F0337,FEDTRIBE LLC,Department of Defense,643999.65,REFURBISHED RQ-21A AIR VEHICLE,2025-12-17,2026-02-05 06:30:59
CONT_AWD_N6133126P0062_9700_-NONE-_-NONE-,N6133126P0062,VERGE INC,Department of Defense,48393.89,VERGE AERO DRONES,2026-02-10,2026-02-10 14:17:39
CONT_AWD_N6600126P6083_9700_-NONE-_-NONE-,N6600126P6083,"GENERAL PACIFIC, INC",Department of Defense,71093.0,UAV PARTS AND ACCESSORIES.,2026-03-23,2026-09-20 20:20:56
CONT_AWD_N6893626P5093_9700_-NONE-_-NONE-,N6893626P5093,"MODALAI, INC.",Department of Defense,21039.95,MODAL STINGER DRONES,2026-01-26,2026-05-10 20:17:06
CONT_AWD_N6893626P5254_9700_-NONE-_-NONE-,N6893626P5254,"NEROS, INC.",Department of Defense,73850.0,NEROS HARDWARE,2026-06-20,2026-06-20 15:05:24
CONT_AWD_NNG17FD73C_8000_-NONE-_-NONE-,NNG17FD73C,LOCKHEED MARTIN CORP,National Aeronautics and Space Administration,352334981.32,"THE LUCY SPACECRAFT AND MISSION OPERATIONS CONTRACT EMBODIES THE MISSION'S REQUIREMENT TO DESIGN, DEVELOPMENT, TEST, AND OPERATE THE LUCY SPACECRAFT BUS. LUCY WILL EXPLORE SIX JUPITER TROJAN ASTEROIDS TRAPPED BY JUPITERS GRAVITY IN TWO SWARMS THAT SHARE THE PLANETS ORBIT, ONE LEADING AND ONE TRAILING JUPITER IN ITS 12-YEAR CIRCUIT AROUND THE SUN. THE TROJANS ARE THOUGHT TO BE RELICS OF A MUCH EARLIER ERA IN THE HISTORY OF THE SOLAR SYSTEM, AND MAY HAVE FORMED FAR BEYOND JUPITERS CURRENT ORBIT.",2017-06-09,2026-09-11 11:41:24
CONT_AWD_SPE4A219F1293_9700_SPE4AX17D9006_9700,SPE4A219F1293,LOCKHEED MARTIN CORPORATION,Department of Defense,0.0,8506484600!AF GEN III SUPPORT,2019-04-25,2025-11-21 10:48:17
CONT_AWD_SPE4AX26FN16F_9700_SPE4AX24D9414_9700,SPE4AX26FN16F,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,28917.46,4571348354!STRAT CONT IST DIV V GA-AF,2026-03-31,2026-04-30 06:25:59
CONT_AWD_SPE4AX26FN16G_9700_SPE4AX24D9414_9700,SPE4AX26FN16G,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,4425.14,4571348338!STRAT CONT IST DIV V GA-AF,2026-03-31,2026-04-30 06:26:06
CONT_AWD_SPE4AX26FN16H_9700_SPE4AX24D9414_9700,SPE4AX26FN16H,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,33242.53,4571348374!STRAT CONT IST DIV V GA-AF,2026-03-31,2026-04-30 06:25:54
CONT_AWD_SPE4AX26FN16J_9700_SPE4AX24D9414_9700,SPE4AX26FN16J,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,34520.22,4571348343!STRAT CONT IST DIV V GA-AF,2026-04-01,2026-04-30 06:26:05
CONT_AWD_SPE4AX26FN16K_9700_SPE4AX24D9414_9700,SPE4AX26FN16K,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,8702.91,4571347696!STRAT CONT IST DIV V GA-AF,2026-04-01,2026-04-30 06:25:45
CONT_AWD_SPE4AX26FN16L_9700_SPE4AX24D9414_9700,SPE4AX26FN16L,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,43316.15,4571348368!STRAT CONT IST DIV V GA-AF,2026-04-01,2026-04-30 06:25:51
CONT_AWD_SPE4AX26FN16Y_9700_SPE4AX24D9414_9700,SPE4AX26FN16Y,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,19030.05,4571996292!STRAT CONT IST DIV V GA-AF,2026-06-01,2026-07-09 06:44:34
CONT_AWD_SPE4AX26FN16Z_9700_SPE4AX24D9414_9700,SPE4AX26FN16Z,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,9177.01,4571996298!STRAT CONT IST DIV V GA-AF,2026-06-01,2026-07-09 06:44:50
CONT_AWD_SPE4AX26FN43C_9700_SPE4AX24D9414_9700,SPE4AX26FN43C,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,1999.62,4571348342!STRAT CONT IST DIV V GA-AF,2026-03-31,2026-04-30 06:25:59
CONT_AWD_SPE4AX26FN43D_9700_SPE4AX24D9414_9700,SPE4AX26FN43D,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,19635.89,4571348376!STRAT CONT IST DIV V GA-AF,2026-03-31,2026-04-30 06:25:55
CONT_AWD_SPE4AX26FN43E_9700_SPE4AX24D9414_9700,SPE4AX26FN43E,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,30311.7,4571348363!STRAT CONT IST DIV V GA-AF,2026-03-31,2026-04-30 06:25:55
CONT_AWD_SPE4AX26FN43F_9700_SPE4AX24D9414_9700,SPE4AX26FN43F,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,2561.7,4571348341!STRAT CONT IST DIV V GA-AF,2026-04-01,2026-04-30 06:26:05
CONT_AWD_SPE4AX26FN43G_9700_SPE4AX24D9414_9700,SPE4AX26FN43G,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,21018.2,4571348375!STRAT CONT IST DIV V GA-AF,2026-04-01,2026-04-30 06:44:37
CONT_AWD_SPE4AX26FN43H_9700_SPE4AX24D9414_9700,SPE4AX26FN43H,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,3823.05,4571348361!STRAT CONT IST DIV V GA-AF,2026-04-01,2026-04-30 06:26:04
CONT_AWD_SPE4AX26FN43T_9700_SPE4AX24D9414_9700,SPE4AX26FN43T,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,16922.82,4571996294!STRAT CONT IST DIV V GA-AF,2026-06-01,2026-07-30 01:49:39
CONT_AWD_SPE4AX26FN43V_9700_SPE4AX24D9414_9700,SPE4AX26FN43V,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,9189.9,4571995470!STRAT CONT IST DIV V GA-AF,2026-06-01,2026-07-30 01:49:39
CONT_AWD_SPM4AX26FN915_9700_SPE4AX24D9414_9700,SPM4AX26FN915,ASRC FEDERAL FACILITIES LOGISTICS LLC,Department of Defense,92017.67,4571348339!FLEET_READINESS_CENTER,2026-03-31,2026-04-30 06:25:58
CONT_AWD_SPMYM226P5246_9700_-NONE-_-NONE-,SPMYM226P5246,FLYABILITY INC,Department of Defense,237218.0,ELIOS 3 NDT PACKAGE,2026-01-22,2026-01-22 08:27:02
CONT_AWD_SPMYM226P7177_9700_-NONE-_-NONE-,SPMYM226P7177,HYDROMEA SA,Department of Defense,195633.48,**URGENT** EXRAY ROV MAIN,2026-06-16,2026-06-16 17:24:32
CONT_AWD_SPMYM226P7199_9700_-NONE-_-NONE-,SPMYM226P7199,CLEO ROBOTICS LABS INC.,Department of Defense,52105.0,DRONUT DD1 SYSTEM,2026-05-12,2026-05-13 13:55:59
CONT_AWD_SPMYM226P7271_9700_-NONE-_-NONE-,SPMYM226P7271,DEEP TREKKER INC,Department of Defense,56468.25,PHOTON EXPERT PKG,2026-05-18,2026-05-18 15:31:23
CONT_AWD_W15P7T25F0055_9700_W15P7T23D0003_9700,W15P7T25F0055,"LEIDOS, INC.",Department of Defense,7799404.11,PROCURE LAPTOP AND PACKING LABELS,2025-01-29,2026-01-27 16:08:03
CONT_AWD_W15P7T25F0074_9700_W15P7T23D0003_9700,W15P7T25F0074,"LEIDOS, INC.",Department of Defense,809120.0,PROCURE HOST INTERFACE CABLE AND SWITCH,2025-02-05,2026-05-08 09:57:23
CONT_AWD_W15P7T25F0076_9700_W15P7T23D0003_9700,W15P7T25F0076,"LEIDOS, INC.",Department of Defense,199183.76,CABLE ASSEMBLY POWER,2025-03-31,2026-01-05 11:24:21
CONT_AWD_W15P7T25F0089_9700_W15P7T23D0003_9700,W15P7T25F0089,"LEIDOS, INC.",Department of Defense,1426132.88,"PROCURE NETWORK ESSENTIALS, SWITCH MODULES, FIREWALL, LAPTOP, SERVER SYSTEM, MODULE UPLINK SWITCH, ROUTER, NETWORK ADVANTAGE, BONDED STORAGE",2025-03-04,2025-12-16 13:04:46
CONT_AWD_W15P7T25F0092_9700_W15P7T23D0003_9700,W15P7T25F0092,"LEIDOS, INC.",Department of Defense,670084.8,BASIC PURCHASE TO ORDER ITEMS DL160RS GEN10 1U 22.,2025-04-04,2026-01-05 11:23:46
CONT_AWD_W15P7T25F0130_9700_W15P7T23D0003_9700,W15P7T25F0130,"LEIDOS, INC.",Department of Defense,17680128.0,PURCHASE OF CISCO COMMUNICATION EQUIPMENT,2025-05-16,2026-04-28 08:38:06
CONT_AWD_W15P7T25F0136_9700_W15P7T23D0003_9700,W15P7T25F0136,"LEIDOS, INC.",Department of Defense,1254826.0,PROCURE DIGITAL TO ANALOG INTERFACE,2025-04-08,2026-02-05 14:24:30
CONT_AWD_W15P7T25F0142_9700_W15P7T23D0003_9700,W15P7T25F0142,"LEIDOS, INC.",Department of Defense,1281926.0,PROCURE SYSTEM RACK,2025-04-16,2026-04-20 13:47:04
CONT_AWD_W15P7T25F0148_9700_W15P7T23D0003_9700,W15P7T25F0148,"LEIDOS, INC.",Department of Defense,45498.0,"PROCURE SOLID STATE DRIVE, SERVER BUNDLE, RUGGED LAPTOP, AND LICENSE & SOFTWARE",2025-04-25,2026-02-26 09:49:50
CONT_AWD_W15P7T25F0149_9700_W15P7T23D0003_9700,W15P7T25F0149,"LEIDOS, INC.",Department of Defense,1254826.0,PROCURE DIGITAL TO ANALOG INTERFACE,2025-04-22,2026-02-12 09:28:30
CONT_AWD_W15P7T25F0155_9700_W15P7T23D0003_9700,W15P7T25F0155,"LEIDOS, INC.",Department of Defense,15202375.0,"PROCURE MASTER CONTROL STATION, FULL FUNCTION CREW STATION, RADIO INTERFACE TERMINAL, TACTICAL CONTROL CONSOLE, DUAL ENHANCED OPERATOR STATION, OPERATOR STATION, AND LOUDSPEAKER",2025-04-30,2026-02-25 14:21:12
CONT_AWD_W15P7T25F0164_9700_W15P7T23D0003_9700,W15P7T25F0164,"LEIDOS, INC.",Department of Defense,1584702.0,"PROCURE SYSTEM RACK, CONSOLE CONTROL, UNIVERSAL CONTROL, DISPLAY SPARE, DUAL UNIVERSAL SERIAL BUS, PANEL MOUNT, FILTER, AUDIO ASSEMBLY, POWER SUPPLY, FIBER CABLE, FAN EXHAUST ASSEMBLY, DUAL INPUT, BLU RAY, SOLID STATE DRIVE, FAN RACK,",2025-05-08,2026-06-04 12:41:47
CONT_AWD_W15P7T25F0167_9700_W15P7T23D0003_9700,W15P7T25F0167,"LEIDOS, INC.",Department of Defense,729322.0,"COMMON HARDWARE SYSTEMS 6TH GENERATION CONTRACT PROVIDES PROCUREMENT OF COMMERCIAL INFORMATION TECHNOLOGY INCLUDING COMMERCIAL AND NON-DEVELOPMENTAL ITEMS, CUSTOMIZABLE SUSTAINMENT STRATEGIES, NON-PERSONAL SERVICES AND CONTINUOUS TECHNOLOGY UPGRADES.",2025-05-14,2026-01-28 07:23:17
CONT_AWD_W15P7T25F0174_9700_W15P7T23D0003_9700,W15P7T25F0174,"LEIDOS, INC.",Department of Defense,1963785.0,"PROCURE MOBILE WORKSTATION, TOWER WORKSTATION, AND RUGGED PORTABLE WORKSTATION",2025-05-16,2026-02-26 16:25:05
CONT_AWD_W15P7T25F0199_9700_W15P7T23D0003_9700,W15P7T25F0199,"LEIDOS, INC.",Department of Defense,121810.0,AN EQUIPMENT PURCHASES OFF OF THE CHS-6 CONTRACT.,2025-06-25,2026-05-26 08:21:57
CONT_AWD_W15P7T25F0210_9700_W15P7T23D0003_9700,W15P7T25F0210,"LEIDOS, INC.",Department of Defense,24011.0,PROCURE TACTICAL MEDIA ACQUISITION KIT AND LAPTOP,2025-09-12,2025-12-16 10:34:45
CONT_AWD_W15P7T25F0211_9700_W15P7T23D0003_9700,W15P7T25F0211,"LEIDOS, INC.",Department of Defense,882420.0,PROCURE DRONE BUSTER,2025-07-17,2025-12-03 13:16:15
CONT_AWD_W15P7T25F0212_9700_W15P7T23D0003_9700,W15P7T25F0212,"LEIDOS, INC.",Department of Defense,1415127.0,PROCURE UNMANNED ARIEL SYSTEM,2025-07-15,2026-01-21 13:03:20
CONT_AWD_W15P7T25F0234_9700_W15P7T23D0003_9700,W15P7T25F0234,"LEIDOS, INC.",Department of Defense,2290638.0,PROCURE SENSOR,2025-08-28,2026-04-16 10:29:26
CONT_AWD_W15P7T25F0236_9700_W15P7T23D0003_9700,W15P7T25F0236,"LEIDOS, INC.",Department of Defense,2992398.0,"PROCUREMENT OF COMMUNICATION EQUIPMENT, ANTENNAS, BATTERIES, CHARGERS, AND WIRELESS EQUIPMENT",2025-08-07,2026-03-10 17:23:41
CONT_AWD_W15P7T25F0247_9700_W15P7T23D0003_9700,W15P7T25F0247,"LEIDOS, INC.",Department of Defense,852260.0,PROCURE ANTI-UNMANNED AERIAL SYSTEM,2025-08-18,2026-01-13 13:44:39
CONT_AWD_W15P7T25F0253_9700_W15P7T23D0003_9700,W15P7T25F0253,"LEIDOS, INC.",Department of Defense,92160.0,"PROCURE TELEVISION, PORTABLE SOLID STATE DRIVE, UNPOPULATED TRANSIT CASE, AND RUGGED LAPTOP",2025-08-28,2025-12-03 13:45:28
CONT_AWD_W15P7T25F0292_9700_W15P7T23D0003_9700,W15P7T25F0292,"LEIDOS, INC.",Department of Defense,11859.0,PROCURE TOWER WORKSTATION,2025-09-16,2026-01-20 16:25:21
CONT_AWD_W15P7T25F0298_9700_W15P7T23D0003_9700,W15P7T25F0298,"LEIDOS, INC.",Department of Defense,1804000.0,"PROCURE LAPTOPS, DVD WRITER AND FOAM CASE",2025-09-16,2026-02-06 10:17:28
CONT_AWD_W15P7T25F0319_9700_W15P7T23D0003_9700,W15P7T25F0319,"LEIDOS, INC.",Department of Defense,118379.0,"PROCURE INTERCOM HUB, DUAL HANDSET, POWER CABLE, DUAL CONTROL INTERFACE PAN, SOFT CREW ACCESS UNIT, MULTIFUNCTION INTERFACE CABLE, SPEAKER, AVIATION STYLE HEADSET, ETHERNET EXTERNAL CABLE,",2025-09-24,2026-05-15 14:12:12
CONT_AWD_W15P7T26F0011_9700_W15P7T23D0003_9700,W15P7T26F0011,"LEIDOS, INC.",Department of Defense,81739.0,PROCURE LAPTOP KIT AND LAPTOP PRO,2025-12-04,2026-05-28 07:22:47
CONT_AWD_W15P7T26F0012_9700_W15P7T23D0003_9700,W15P7T26F0012,"LEIDOS, INC.",Department of Defense,6038494.0,PROCURE RADIO AND LICENSE BUNDLE,2025-12-18,2026-05-15 12:55:07
